9.0|Darius Wade|SO|QB|9|7|6|0.86|0|0.78|0.67|67|2016
10.0|Thadd Smith|JR|WR|13|2|4|2.00|0|0.15|0.31|67|2016
11.0|Team|||8|11|-33|-3.00|0|1.38|-4.13|67|2016
|Total|||13|566|1938|3.42|16|43.54|149.08|67|2016
|Opponents|||13|422|1411|3.34|15|32.46|108.54|67|2016
1.0|Fred Coppet|SR|RB|12|204|1030|5.05|8|17.00|85.83|71|2016
2.0|Josh Cleveland|JR|RB|11|101|649|6.43|2|9.18|59.00|71|2016
3.0|Donovan Wilson|JR|RB|12|110|503|4.57|5|9.17|41.92|71|2016
4.0|Terence Stephens Jr.|FR|RB|9|13|41|3.15|0|1.44|4.56|71|2016
5.0|Joseph Davidson|JR|P|12|1|24|24.00|0|0.08|2.00|71|2016
6.0|Ronnie Moore|SR|WR|12|8|21|2.63|2|0.67|1.75|71|2016
7.0|Marquis Zimmerman|FR|WR|10|1|8|8.00|0|0.10|0.80|71|2016
8.0|Deric Phouthavong|SO|WR|12|1|6|6.00|0|0.08|0.50|71|2016
9.0|Leonard Skattebo|JR|RB|12|2|4|2.00|1|0.17|0.33|71|2016
10.0|Team|||3|3|-5|-1.67|0|1.00|-1.67|71|2016
11.0|James Knapke|SR|QB|6|14|-39|-2.79|0|2.33|-6.50|71|2016
12.0|James Morgan|FR|QB|12|45|-72|-1.60|0|3.75|-6.00|71|2016
|Total|||12|503|2170|4.31|18|41.92|180.83|71|2016
|Opponents|||12|502|2291|4.56|28|41.83|190.92|71|2016
1.0|Jordan Johnson|SR|RB|12|200|1040|5.20|6|16.67|86.67|86|2016
2.0|Tyree Jackson|FR|QB|10|99|399|4.03|5|9.90|39.90|86|2016
3.0|Johnathan Hawkins|SO|RB|12|74|338|4.57|1|6.17|28.17|86|2016
4.0|Grant Rohach|SR|QB|9|35|44|1.26|0|3.89|4.89|86|2016
5.0|Emmanuel Reed|FR|RB|2|7|33|4.71|0|3.50|16.50|86|2016
6.0|Jamarl Eiland|JR|WR|12|1|4|4.00|0|0.08|0.33|86|2016
7.0|Malcolm Robinson|SR|WR|12|1|0|0.00|0|0.08|0.00|86|2016
8.0|Team|||5|9|-19|-2.11|0|1.80|-3.80|86|2016
|Total|||12|426|1839|4.32|12|35.50|153.25|86|2016
|Opponents|||12|597|3039|5.09|29|49.75|253.25|86|2016
1.0|Khalfani Muhammad|SR|RB|11|152|827|5.44|2|13.82|75.18|107|2016
