Rank|Name|Yr|Pos|G|Rec|Yards|Avg|TD|Rec/G|Yards/G|TeamID|Year
1.0|Marcus Bennett|JR|WR|7|11|262|23.82|2|1.6|37.4|721|2017
2.0|Ronald Cleveland|JR|WR|7|7|201|28.71|2|1.0|28.7|721|2017
3.0|Geraud Sanders|SO|WR|7|7|147|21.00|3|1.0|21.0|721|2017
4.0|Ryan Reffitt|SR|TE|7|5|95|19.00|1|0.7|13.6|721|2017
5.0|Tim McVey|SR|RB|7|4|84|21.00|0|0.6|12.0|721|2017
6.0|Arion Worthman|JR|QB|7|1|24|24.00|0|0.1|3.4|721|2017
7.0|Garrett Amy|JR|WR|4|1|10|10.00|0|0.3|2.5|721|2017
8.0|Adam Farah|SO|WR|1|1|8|8.00|0|1.0|8.0|721|2017
9.0|Andrew Smith|JR|WR|2|1|6|6.00|0|0.5|3.0|721|2017
10.0|Tyler Williams|SR|WR|4|1|2|2.00|0|0.3|0.5|721|2017
11.0|Malik Miller|JR|RB|4|1|0|0.00|0|0.3|0.0|721|2017
|Total|||7|40|839|20.98|8|5.7|119.9|721|2017
|Opponents|||7|72|1033|14.35|8|10.3|147.6|721|2017
1.0|Kwadarrius Smith|JR|WR|8|22|411|18.68|4|2.8|51.4|5|2017
2.0|A.J. Coney|SR|WR|8|28|345|12.32|2|3.5|43.1|5|2017
3.0|Tra'Von Chapman|SR|WR|8|32|278|8.69|1|4.0|34.8|5|2017
4.0|Austin Wolf|SR|WR|6|17|240|14.12|2|2.8|40.0|5|2017
5.0|Fransohn Bickley|SR|WR|5|9|111|12.33|0|1.8|22.2|5|2017
6.0|Kobie Booker|FR|TE|6|5|87|17.40|2|0.8|14.5|5|2017
7.0|Anthony Young|SR|WR|8|7|60|8.57|0|0.9|7.5|5|2017
8.0|Kevin Gladney|SR|WR|6|5|40|8.00|0|0.8|6.7|5|2017
9.0|Nate Stewart|FR|WR|4|2|36|18.00|0|0.5|9.0|5|2017
10.0|Dustin Burkhart|FR|WR|7|1|25|25.00|0|0.1|3.6|5|2017
11.0|Manny Morgan|SR|RB|8|5|22|4.40|0|0.6|2.8|5|2017
12.0|Warren Ball|SR|RB|5|7|18|2.57|1|1.4|3.6|5|2017
13.0|Brandon Junk|SO|TE|7|1|10|10.00|0|0.1|1.4|5|2017
14.0|Van Edwards, Jr.|JR|RB|8|4|9|2.25|0|0.5|1.1|5|2017
15.0|Newman Williams|JR|TE|4|1|2|2.00|0|0.3|0.5|5|2017
|Total|||8|146|1694|11.60|12|18.3|211.8|5|2017
|Opponents|||8|171|2001|11.70|13|21.4|250.1|5|2017
1.0|Calvin Ridley|JR|WR|8|41|523|12.76|2|5.1|65.4|8|2017
2.0|Jerry Jeudy|FR|WR|8|12|208|17.33|1|1.5|26.0|8|2017
3.0|Cam Sims|SR|WR|8|9|140|15.56|0|1.1|17.5|8|2017
4.0|Henry Ruggs III|FR|WR|8|5|112|22.40|5|0.6|14.0|8|2017
5.0|Josh Jacobs|SO|RB|6|6|96|16.00|1|1.0|16.0|8|2017
6.0|Robert Foster|SR|WR|8|7|96|13.71|1|0.9|12.0|8|2017
7.0|Bo Scarbrough|JR|RB|8|11|86|7.82|0|1.4|10.8|8|2017
8.0|Irv Smith Jr.|SO|TE|8|9|86|9.56|1|1.1|10.8|8|2017
9.0|DeVonta Smith|FR|WR|8|3|67|22.33|1|0.4|8.4|8|2017
10.0|Hale Hentges|JR|TE|8|4|60|15.00|2|0.5|7.5|8|2017
11.0|Damien Harris|JR|RB|8|6|46|7.67|0|0.8|5.8|8|2017
12.0|Xavian Marks|JR|WR|5|1|24|24.00|0|0.2|4.8|8|2017
13.0|Najee Harris|FR|RB|8|5|23|4.60|0|0.6|2.9|8|2017
14.0|Derek Kief|JR|WR|8|1|21|21.00|0|0.1|2.6|8|2017
15.0|Miller Forristall|SO|TE|3|1|12|12.00|0|0.3|4.0|8|2017
16.0|Major Tennison|FR|TE|4|1|9|9.00|0|0.3|2.3|8|2017
17.0|Jalen Hurts|SO|QB|8|1|-1|-1.00|0|0.1|-0.1|8|2017
|Total|||8|123|1608|13.07|14|15.4|201.0|8|2017
|Opponents|||8|138|1357|9.83|6|17.3|169.6|8|2017
1.0|Thomas Hennigan|FR|WR|7|32|329|10.28|2|4.6|47.0|27|2017
2.0|Ike Lewis|SR|WR|7|23|320|13.91|2|3.3|45.7|27|2017
3.0|Jalen Virgil|FR|WR|7|14|308|22.00|3|2.0|44.0|27|2017
4.0|Malik Williams|FR|WR|7|15|145|9.67|0|2.1|20.7|27|2017
5.0|T.J. Watkins|SR|WR|5|9|129|14.33|1|1.8|25.8|27|2017
6.0|Collin Reed|SO|TE|7|6|121|20.17|3|0.9|17.3|27|2017
7.0|Zy Letman|SR|WR|5|8|106|13.25|1|1.6|21.2|27|2017
8.0|Levi Duffield|SR|TE|7|4|88|22.00|2|0.6|12.6|27|2017
9.0|Jalin Moore|JR|RB|7|8|70|8.75|0|1.1|10.0|27|2017
10.0|Dante Jones|SR|WR|4|8|43|5.38|0|2.0|10.8|27|2017
11.0|Marcus Williams Jr.|FR|RB|3|3|24|8.00|0|1.0|8.0|27|2017
12.0|Terrence Upshaw|SR|RB|6|2|4|2.00|0|0.3|0.7|27|2017
13.0|A'Darius Purifoy|FR|WR|2|1|2|2.00|0|0.5|1.0|27|2017
|Total|||7|133|1689|12.70|14|19.0|241.3|27|2017
|Opponents|||7|112|1508|13.46|10|16.0|215.4|27|2017
1.0|Shun Brown|JR|WR|7|23|336|14.61|3|3.3|48.0|29|2017
2.0|Tony Ellison|JR|WR|7|20|329|16.45|2|2.9|47.0|29|2017
3.0|Bryce Wolma|FR|TE|7|22|192|8.73|2|3.1|27.4|29|2017
4.0|Tyrell Johnson|SR|WR|7|11|142|12.91|0|1.6|20.3|29|2017
5.0|Shawn Poindexter|SR|WR|7|8|88|11.00|0|1.1|12.6|29|2017
6.0|Cedric Peterson|SO|WR|7|7|46|6.57|0|1.0|6.6|29|2017
7.0|Jamie Nunley|FR|TE|5|2|22|11.00|0|0.4|4.4|29|2017
8.0|J.J. Taylor|FR|RB|7|7|17|2.43|1|1.0|2.4|29|2017
9.0|Jack Banda|SR|DL|7|1|10|10.00|0|0.1|1.4|29|2017
10.0|Trevor Wood|JR|TE|5|1|6|6.00|1|0.2|1.2|29|2017
11.0|Nick Wilson|SR|RB|6|1|6|6.00|0|0.2|1.0|29|2017
12.0|Cam Denson|SR|WR|1|1|5|5.00|0|1.0|5.0|29|2017
|Total|||7|104|1199|11.53|9|14.9|171.3|29|2017
|Opponents|||7|155|1803|11.63|8|22.1|257.6|29|2017
1.0|N'Keal Harry|SO|WR|7|51|627|12.29|3|7.3|89.6|28|2017
2.0|Jalen Harvey|JR|WR|7|22|390|17.73|1|3.1|55.7|28|2017
3.0|Kyle Williams|SO|WR|7|34|348|10.24|2|4.9|49.7|28|2017
4.0|John Humphrey|SO|WR|4|8|125|15.63|1|2.0|31.3|28|2017
5.0|Frank Darby|FR|WR|6|4|117|29.25|1|0.7|19.5|28|2017
6.0|Kalen Ballage|SR|RB|7|17|77|4.53|0|2.4|11.0|28|2017
7.0|Demario Richard|SR|RB|6|6|60|10.00|0|1.0|10.0|28|2017
8.0|Ceejhay French-Love|JR|TE|6|2|44|22.00|1|0.3|7.3|28|2017
9.0|Nick Ralston|SO|RB|7|6|32|5.33|0|0.9|4.6|28|2017
10.0|Ryan Newsome|SO|WR|5|2|21|10.50|0|0.4|4.2|28|2017
11.0|Jay Jay Wilson|JR|TE|7|1|16|16.00|0|0.1|2.3|28|2017
12.0|Ryan Jenkins|SR|WR|3|2|11|5.50|0|0.7|3.7|28|2017
13.0|Terrell Chatman|SO|WR|3|1|8|8.00|0|0.3|2.7|28|2017
14.0|Eno Benjamin|FR|RB|4|3|-4|-1.33|0|0.8|-1.0|28|2017
|Total|||7|159|1872|11.77|9|22.7|267.4|28|2017
|Opponents|||7|156|1762|11.29|14|22.3|251.7|28|2017
1.0|Jonathan Nance|JR|WR|7|27|402|14.89|5|3.9|57.4|31|2017
2.0|Jordan Jones|FR|WR|7|15|233|15.53|2|2.1|33.3|31|2017
3.0|Deon Stewart|SO|WR|7|17|205|12.06|2|2.4|29.3|31|2017
4.0|Cheyenne O’Grady|SO|TE|7|17|123|7.24|1|2.4|17.6|31|2017
5.0|David Williams|SR|RB|7|5|92|18.40|1|0.7|13.1|31|2017
6.0|Brandon Martin|SO|WR|4|7|76|10.86|0|1.8|19.0|31|2017
7.0|Austin Cantrell|SO|TE|7|8|72|9.00|0|1.1|10.3|31|2017
8.0|Jeremy Patton|JR|TE|6|2|53|26.50|0|0.3|8.8|31|2017
9.0|Jared Cornelius|SR|WR|3|5|43|8.60|1|1.7|14.3|31|2017
10.0|Jarrod Barnes|FR|WR|1|2|30|15.00|0|2.0|30.0|31|2017
11.0|La’Michael Pettway|SO|WR|5|2|23|11.50|0|0.4|4.6|31|2017
12.0|Chase Hayden|FR|RB|7|1|23|23.00|0|0.1|3.3|31|2017
13.0|Will Gragg|SO|TE|5|2|14|7.00|0|0.4|2.8|31|2017
14.0|Hayden Johnson|SO|RB|7|1|9|9.00|0|0.1|1.3|31|2017
15.0|Devwah Whaley|SO|RB|7|4|1|0.25|0|0.6|0.1|31|2017
|Total|||7|115|1399|12.17|12|16.4|199.9|31|2017
|Opponents|||7|122|1492|12.23|11|17.4|213.1|31|2017
1.0|Chris Murray|SR|WR|6|23|367|15.96|4|3.8|61.2|30|2017
2.0|Blake Mack|SR|TE|6|27|346|12.81|6|4.5|57.7|30|2017
3.0|Justin McInnis|JR|WR|6|16|260|16.25|3|2.7|43.3|30|2017
4.0|Omar Bayless|SO|WR|6|19|251|13.21|3|3.2|41.8|30|2017
5.0|Kendrick Edwards|JR|WR|6|21|222|10.57|2|3.5|37.0|30|2017
6.0|Christian Booker|SR|WR|5|15|190|12.67|2|3.0|38.0|30|2017
7.0|Dijon Paschal|SR|WR|6|12|122|10.17|1|2.0|20.3|30|2017
8.0|Johnston White|SR|RB|6|8|84|10.50|0|1.3|14.0|30|2017
9.0|Jonathan Adams, Jr.|FR|WR|5|3|39|13.00|1|0.6|7.8|30|2017
10.0|Justice Hansen|JR|QB|6|1|34|34.00|0|0.2|5.7|30|2017
11.0|Warren Wand|JR|RB|5|4|32|8.00|0|0.8|6.4|30|2017
12.0|Javonis Isaac|FR|TE|4|1|10|10.00|0|0.3|2.5|30|2017
13.0|Jamal Jones|SO|RB|6|4|8|2.00|0|0.7|1.3|30|2017
14.0|Jefferie Gibson|JR|DB|5|1|1|1.00|0|0.2|0.2|30|2017
|Total|||6|155|1966|12.68|22|25.8|327.7|30|2017
|Opponents|||6|88|1298|14.75|6|14.7|216.3|30|2017
1.0|Jordan Asberry|JR|RB|8|3|78|26.00|1|0.4|9.8|725|2017
2.0|Kell Walker|SO|RB|7|4|69|17.25|0|0.6|9.9|725|2017
3.0|Jeff Ejekam|SR|WR|6|2|48|24.00|0|0.3|8.0|725|2017
4.0|Jermaine Adams|SR|WR|8|3|39|13.00|1|0.4|4.9|725|2017
5.0|John Trainor|SR|RB|6|1|15|15.00|0|0.2|2.5|725|2017
6.0|Kjetil Cline|SO|WR|7|1|9|9.00|0|0.1|1.3|725|2017
7.0|Zach Saum|JR|TE|7|1|9|9.00|0|0.1|1.3|725|2017
8.0|Calen Holt|JR|RB|8|1|-1|-1.00|0|0.1|-0.1|725|2017
|Total|||8|16|266|16.63|2|2.0|33.3|725|2017
|Opponents|||8|134|1626|12.13|10|16.8|203.3|725|2017
1.0|Ryan Davis|JR|WR|8|41|381|9.29|3|5.1|47.6|37|2017
2.0|Will Hastings|JR|WR|8|17|357|21.00|3|2.1|44.6|37|2017
3.0|Darius Slayton|SO|WR|7|11|302|27.45|2|1.6|43.1|37|2017
4.0|Kyle Davis|SO|WR|5|7|210|30.00|0|1.4|42.0|37|2017
5.0|Nate Craig-Myers|SO|WR|8|9|184|20.44|1|1.1|23.0|37|2017
6.0|Eli Stove|SO|WR|8|16|168|10.50|0|2.0|21.0|37|2017
7.0|Kerryon Johnson|JR|RB|6|8|57|7.13|0|1.3|9.5|37|2017
8.0|Kamryn Pettway|JR|RB|5|3|32|10.67|0|0.6|6.4|37|2017
9.0|Sal Cannella|SO|TE|7|3|31|10.33|0|0.4|4.4|37|2017
10.0|Noah Igbinoghene|FR|WR|8|6|24|4.00|0|0.8|3.0|37|2017
11.0|Devan Barrett|FR|RB|8|6|22|3.67|1|0.8|2.8|37|2017
12.0|Kam Martin|SO|RB|8|2|15|7.50|0|0.3|1.9|37|2017
13.0|Chandler Cox|JR|RB|8|3|11|3.67|0|0.4|1.4|37|2017
14.0|Malik Miller|FR|RB|8|1|3|3.00|0|0.1|0.4|37|2017
15.0|Griffin King|SO|WR|8|1|0|0.00|0|0.1|0.0|37|2017
|Total|||8|134|1797|13.41|10|16.8|224.6|37|2017
|Opponents|||8|142|1427|10.05|7|17.8|178.4|37|2017
1.0|Aleva Hifo|SO|WR|8|24|278|11.58|1|3.0|34.8|77|2017
2.0|Matt Bushman|FR|TE|8|28|276|9.86|1|3.5|34.5|77|2017
3.0|Talon Shumway|SO|WR|6|15|162|10.80|0|2.5|27.0|77|2017
4.0|Micah Simon|SO|WR|8|14|156|11.14|1|1.8|19.5|77|2017
5.0|Jonah Trinnaman|SR|WR|8|12|123|10.25|0|1.5|15.4|77|2017
6.0|Neil Pau'u|FR|WR|8|12|105|8.75|1|1.5|13.1|77|2017
7.0|Beau Tanner|JR|WR|8|8|98|12.25|1|1.0|12.3|77|2017
8.0|Trey Dye|JR|RB|7|9|77|8.56|1|1.3|11.0|77|2017
9.0|Brayden El-Bakri|JR|RB|8|3|48|16.00|1|0.4|6.0|77|2017
10.0|KJ Hall|SO|RB|3|3|34|11.33|0|1.0|11.3|77|2017
11.0|Kavika Fonua|JR|RB|4|2|14|7.00|0|0.5|3.5|77|2017
12.0|Tanner Balderree|SR|TE|6|1|12|12.00|0|0.2|2.0|77|2017
13.0|Ula Tolutau|FR|RB|7|2|11|5.50|0|0.3|1.6|77|2017
14.0|Squally Canada|JR|RB|6|1|4|4.00|0|0.2|0.7|77|2017
15.0|Riley Burt|SO|RB|4|1|3|3.00|0|0.3|0.8|77|2017
|Total|||8|135|1401|10.38|7|16.9|175.1|77|2017
|Opponents|||8|146|1743|11.94|12|18.3|217.9|77|2017
1.0|Justin Hall|FR|WR|7|46|490|10.65|2|6.6|70.0|47|2017
2.0|Riley Miller|SO|WR|7|21|232|11.05|0|3.0|33.1|47|2017
3.0|Antwan Davis|SO|WR|7|16|167|10.44|0|2.3|23.9|47|2017
4.0|Nolan Givan|FR|TE|7|17|130|7.65|2|2.4|18.6|47|2017
5.0|Malik Dunner|SO|RB|7|13|127|9.77|0|1.9|18.1|47|2017
6.0|Corey Lacanaria|SR|WR|4|12|104|8.67|0|3.0|26.0|47|2017
7.0|Danny Pinter|SO|TE|7|6|46|7.67|1|0.9|6.6|47|2017
8.0|Markice Hurt Jr.|FR|RB|1|2|30|15.00|0|2.0|30.0|47|2017
9.0|James Gilbert|JR|RB|3|2|24|12.00|1|0.7|8.0|47|2017
10.0|Keidren Davis|FR|TE|6|4|22|5.50|0|0.7|3.7|47|2017
11.0|Hassan Littles|FR|WR|3|2|20|10.00|0|0.7|6.7|47|2017
12.0|Caleb Huntley|FR|RB|7|4|17|4.25|0|0.6|2.4|47|2017
13.0|Jordan Hogue|SR|WR|1|2|16|8.00|0|2.0|16.0|47|2017
14.0|Cody Rudy|FR|RB|6|2|16|8.00|0|0.3|2.7|47|2017
15.0|Luke Endsley|FR|WR|5|1|3|3.00|0|0.2|0.6|47|2017
16.0|Kyle Schrank|SO|TE|7|1|3|3.00|0|0.1|0.4|47|2017
17.0|Devin Reece|JR|WR|5|1|2|2.00|0|0.2|0.4|47|2017
|Total|||7|152|1449|9.53|6|21.7|207.0|47|2017
|Opponents|||7|121|1564|12.93|11|17.3|223.4|47|2017
1.0|Denzel Mims|SO|WR|7|34|685|20.15|7|4.9|97.9|51|2017
2.0|Chris Platt|JR|WR|4|16|401|25.06|5|4.0|100.3|51|2017
3.0|Pooh Stricklin|SO|WR|7|23|299|13.00|0|3.3|42.7|51|2017
4.0|Tony Nicholson|SO|WR|7|28|239|8.54|0|4.0|34.1|51|2017
5.0|Trestan Ebner|FR|RB|7|9|132|14.67|2|1.3|18.9|51|2017
6.0|Gavin Holmes|FR|WR|6|6|84|14.00|0|1.0|14.0|51|2017
7.0|R.J. Sneed|FR|WR|7|5|53|10.60|0|0.7|7.6|51|2017
8.0|Jordan Feuerbacher|SR|TE|5|2|25|12.50|0|0.4|5.0|51|2017
9.0|Terence Williams|JR|RB|4|2|15|7.50|0|0.5|3.8|51|2017
10.0|John Lovett|FR|RB|7|6|14|2.33|0|0.9|2.0|51|2017
11.0|Tyler Jaynes|SR|WR|6|1|12|12.00|0|0.2|2.0|51|2017
12.0|JaMycal Hasty|SO|RB|3|2|11|5.50|0|0.7|3.7|51|2017
|Total|||7|134|1970|14.70|14|19.1|281.4|51|2017
|Opponents|||7|145|2034|14.03|17|20.7|290.6|51|2017
1.0|Cedrick Wilson|SR|WR|7|39|654|16.77|4|5.6|93.4|66|2017
2.0|Jake Roh|SR|TE|7|25|192|7.68|4|3.6|27.4|66|2017
3.0|A.J. Richardson|JR|WR|7|15|169|11.27|0|2.1|24.1|66|2017
4.0|Alexander Mattison|SO|RB|7|14|118|8.43|0|2.0|16.9|66|2017
5.0|Sean Modster|JR|WR|7|12|73|6.08|1|1.7|10.4|66|2017
6.0|Alec Dhaenens|SR|TE|7|3|65|21.67|0|0.4|9.3|66|2017
7.0|Ryan Wolpin|SR|RB|7|6|57|9.50|0|0.9|8.1|66|2017
8.0|Octavius Evans|FR|WR|7|4|28|7.00|0|0.6|4.0|66|2017
9.0|Chase Blakley|JR|TE|2|1|13|13.00|0|0.5|6.5|66|2017
10.0|Montell Cozart|SR|QB|7|1|9|9.00|0|0.1|1.3|66|2017
11.0|CT Thomas|FR|WR|7|4|4|1.00|0|0.6|0.6|66|2017
12.0|Akilian Butler|JR|WR|2|2|-1|-0.50|0|1.0|-0.5|66|2017
|Total|||7|126|1381|10.96|9|18.0|197.3|66|2017
|Opponents|||7|137|1467|10.71|9|19.6|209.6|66|2017
1.0|Kobay White|FR|WR|8|24|313|13.04|1|3.0|39.1|67|2017
2.0|Tommy Sweeney|JR|TE|8|19|234|12.32|2|2.4|29.3|67|2017
3.0|Jeff Smith|JR|WR|8|19|233|12.26|0|2.4|29.1|67|2017
4.0|Michael Walker|JR|WR|8|17|139|8.18|1|2.1|17.4|67|2017
5.0|Jon Hilliman|JR|RB|8|20|118|5.90|2|2.5|14.8|67|2017
6.0|Chris Garrison|SO|WR|8|10|104|10.40|0|1.3|13.0|67|2017
7.0|Charlie Callinan|SR|WR|4|9|97|10.78|2|2.3|24.3|67|2017
8.0|Travis Levy|FR|RB|8|10|75|7.50|0|1.3|9.4|67|2017
9.0|Thadd Smith|SR|WR|8|1|42|42.00|1|0.1|5.3|67|2017
10.0|Anthony Brown|FR|QB|8|1|25|25.00|1|0.1|3.1|67|2017
11.0|Korab Idrizi|SO|TE|6|3|24|8.00|0|0.5|4.0|67|2017
12.0|Ray Marten|SO|TE|8|4|20|5.00|1|0.5|2.5|67|2017
13.0|Ben Glines|SO|WR|8|2|14|7.00|0|0.3|1.8|67|2017
14.0|Davon Jones|SO|RB|7|2|9|4.50|0|0.3|1.3|67|2017
15.0|Jake Burt|SO|TE|4|1|5|5.00|0|0.3|1.3|67|2017
|Total|||8|142|1452|10.23|11|17.8|181.5|67|2017
|Opponents|||8|139|1576|11.34|6|17.4|197.0|67|2017
1.0|Scott Miller|JR|WR|8|40|450|11.25|2|5.0|56.3|71|2017
2.0|Teo Redding|SR|WR|7|29|426|14.69|3|4.1|60.9|71|2017
3.0|Datrin Guyton|JR|WR|8|18|335|18.61|0|2.3|41.9|71|2017
4.0|Matthew Wilcox Jr.|FR|WR|8|9|96|10.67|1|1.1|12.0|71|2017
5.0|Josh Cleveland|SR|RB|8|11|92|8.36|0|1.4|11.5|71|2017
6.0|Hunter Folkertsma|SR|TE|8|4|63|15.75|2|0.5|7.9|71|2017
7.0|Quintin Morris|FR|WR|7|5|62|12.40|1|0.7|8.9|71|2017
8.0|Janarvis Pough|SO|WR|8|7|56|8.00|0|0.9|7.0|71|2017
9.0|Jared Wyatt|FR|WR|8|4|45|11.25|0|0.5|5.6|71|2017
10.0|Pete Norris|SR|WR|6|3|42|14.00|0|0.5|7.0|71|2017
11.0|Deric Phouthavong|JR|WR|8|4|41|10.25|0|0.5|5.1|71|2017
12.0|Andrew Clair|FR|RB|7|3|36|12.00|1|0.4|5.1|71|2017
13.0|Donovan Wilson|SR|RB|8|4|19|4.75|0|0.5|2.4|71|2017
14.0|Jarret Doege|FR|QB|3|1|18|18.00|0|0.3|6.0|71|2017
15.0|Matt Domer|SO|RB|5|2|7|3.50|0|0.4|1.4|71|2017
16.0|Terence Stephens Jr.|SO|RB|7|1|-1|-1.00|0|0.1|-0.1|71|2017
|Total|||8|145|1787|12.32|10|18.1|223.4|71|2017
|Opponents|||8|155|2122|13.69|16|19.4|265.3|71|2017
1.0|Anthony Johnson|JR|WR|8|49|827|16.88|6|6.1|103.4|86|2017
2.0|K.J. Osborn|SO|WR|8|19|301|15.84|3|2.4|37.6|86|2017
3.0|Kamathi Holsey|SR|WR|8|16|283|17.69|1|2.0|35.4|86|2017
4.0|Antonio Nunn|FR|WR|8|13|199|15.31|1|1.6|24.9|86|2017
5.0|Jacob Martinez|SR|WR|8|13|182|14.00|1|1.6|22.8|86|2017
6.0|Tyler Mabry|SO|TE|8|13|171|13.15|1|1.6|21.4|86|2017
7.0|Emmanuel Reed|SO|RB|8|5|71|14.20|1|0.6|8.9|86|2017
8.0|Zac Lefebvre|FR|TE|8|5|51|10.20|1|0.6|6.4|86|2017
9.0|Jamarl Eiland|SR|WR|7|5|25|5.00|0|0.7|3.6|86|2017
10.0|Theo Anderson|FR|RB|6|2|11|5.50|0|0.3|1.8|86|2017
11.0|Kameron Pickett|FR|RB|1|1|8|8.00|0|1.0|8.0|86|2017
12.0|Johnathan Hawkins|JR|RB|3|1|-2|-2.00|0|0.3|-0.7|86|2017
|Total|||8|142|2127|14.98|15|17.8|265.9|86|2017
|Opponents|||8|120|1472|12.27|9|15.0|184.0|86|2017
1.0|Vic Wharton III|JR|WR|8|39|552|14.15|3|4.9|69.0|107|2017
2.0|Kanawai Noa|SO|WR|7|36|547|15.19|2|5.1|78.1|107|2017
3.0|Jordan Veasy|SR|WR|8|20|236|11.80|3|2.5|29.5|107|2017
4.0|Patrick Laird|JR|RB|7|26|191|7.35|1|3.7|27.3|107|2017
5.0|Brandon Singleton|SO|WR|8|11|107|9.73|0|1.4|13.4|107|2017
6.0|Gavin Reinwald|FR|TE|8|11|104|9.45|0|1.4|13.0|107|2017
7.0|Jordan Duncan|SO|WR|8|6|72|12.00|1|0.8|9.0|107|2017
8.0|Demetris Robertson|SO|WR|2|7|70|10.00|0|3.5|35.0|107|2017
9.0|Jeremiah Hawkins|FR|WR|6|4|50|12.50|0|0.7|8.3|107|2017
10.0|Malik McMorris|JR|RB|8|4|40|10.00|1|0.5|5.0|107|2017
11.0|Tre Watson|SR|RB|2|5|31|6.20|0|2.5|15.5|107|2017
12.0|Vic Enwere|SR|RB|8|4|29|7.25|0|0.5|3.6|107|2017
13.0|Zion Echols|FR|RB|5|4|15|3.75|0|0.8|3.0|107|2017
14.0|Derrick Clark|FR|RB|5|1|4|4.00|0|0.2|0.8|107|2017
15.0|Kyle Wells|JR|TE|7|1|2|2.00|1|0.1|0.3|107|2017
|Total|||8|179|2050|11.45|12|22.4|256.3|107|2017
|Opponents|||8|188|2064|10.98|11|23.5|258.0|107|2017
1.0|Mark Chapman|SR|WR|8|43|590|13.72|3|5.4|73.8|129|2017
2.0|Corey Willis|SR|WR|5|23|293|12.74|4|4.6|58.6|129|2017
3.0|Jonathan Ward|SO|RB|8|34|245|7.21|1|4.3|30.6|129|2017
4.0|Tyler Conklin|SR|TE|3|16|229|14.31|4|5.3|76.3|129|2017
5.0|Eric Cooper|SR|WR|8|19|193|10.16|1|2.4|24.1|129|2017
6.0|Logan Hessbrook|JR|TE|3|10|132|13.20|1|3.3|44.0|129|2017
7.0|Cameron Cole|SO|WR|6|6|104|17.33|1|1.0|17.3|129|2017
8.0|Tony Poljan|FR|QB|8|3|61|20.33|0|0.4|7.6|129|2017
9.0|Brandon Childress|SO|WR|2|5|42|8.40|1|2.5|21.0|129|2017
10.0|Kumehnnu Gwilly|FR|RB|8|5|37|7.40|0|0.6|4.6|129|2017
11.0|Damon Terry|SO|WR|6|3|35|11.67|0|0.5|5.8|129|2017
12.0|Devon Spalding|SR|RB|6|5|26|5.20|0|0.8|4.3|129|2017
13.0|Oakley Lavallii|FR|RB|8|1|18|18.00|0|0.1|2.3|129|2017
14.0|Romello Ross|SO|RB|6|1|9|9.00|0|0.2|1.5|129|2017
15.0|Jamil Sabbagh|SO|WR|7|1|7|7.00|0|0.1|1.0|129|2017
16.0|Jay Roberson|SR|TE|6|1|5|5.00|0|0.2|0.8|129|2017
17.0|Berkley Edwards|SR|RB|8|2|5|2.50|0|0.3|0.6|129|2017
18.0|Zach Crouch|SR|TE|8|1|4|4.00|0|0.1|0.5|129|2017
|Total|||8|179|2035|11.37|16|22.4|254.4|129|2017
|Opponents|||8|144|1564|10.86|8|18.0|195.5|129|2017
1.0|Workpeh Kofa|JR|WR|7|22|279|12.68|1|3.1|39.9|458|2017
2.0|Trent Bostick|SR|WR|8|14|198|14.14|2|1.8|24.8|458|2017
3.0|Mark Quattlebaum|JR|WR|8|19|190|10.00|0|2.4|23.8|458|2017
4.0|T.L. Ford II|SR|WR|8|10|111|11.10|1|1.3|13.9|458|2017
5.0|R.J. Tyler|JR|RB|8|11|88|8.00|1|1.4|11.0|458|2017
6.0|Uriah LeMay|SR|WR|8|5|71|14.20|0|0.6|8.9|458|2017
7.0|Nate Mullen|SO|WR|8|8|49|6.13|0|1.0|6.1|458|2017
8.0|Benny LeMay|SO|RB|7|6|42|7.00|1|0.9|6.0|458|2017
9.0|Chris Montgomery|SR|WR|8|3|-2|-0.67|0|0.4|-0.3|458|2017
10.0|Robert Washington|SO|RB|3|2|-3|-1.50|0|0.7|-1.0|458|2017
|Total|||8|100|1023|10.23|6|12.5|127.9|458|2017
|Opponents|||8|179|2086|11.65|12|22.4|260.8|458|2017
1.0|Kahlil Lewis|JR|WR|8|47|432|9.19|4|5.9|54.0|140|2017
2.0|Devin Gray|SR|WR|8|20|328|16.40|2|2.5|41.0|140|2017
3.0|Thomas Geddis|SO|WR|8|18|229|12.72|2|2.3|28.6|140|2017
4.0|Mike Boone|SR|RB|6|14|119|8.50|0|2.3|19.8|140|2017
5.0|JJ Pinckney|JR|WR|8|8|113|14.13|0|1.0|14.1|140|2017
6.0|Gerrid Doaks|FR|RB|7|11|105|9.55|1|1.6|15.0|140|2017
7.0|Tyler Cogswell|SR|TE|8|16|103|6.44|2|2.0|12.9|140|2017
8.0|Josiah Deguara|SO|TE|7|11|98|8.91|0|1.6|14.0|140|2017
9.0|Rashad Medaris|SO|WR|5|6|61|10.17|0|1.2|12.2|140|2017
10.0|Jerron Rollins|SO|WR|8|8|61|7.63|0|1.0|7.6|140|2017
11.0|Michael Warren II|FR|RB|8|3|41|13.67|0|0.4|5.1|140|2017
12.0|Javan Hawes|FR|WR|4|4|36|9.00|1|1.0|9.0|140|2017
13.0|JaQuay Savage|SR|WR|4|3|12|4.00|0|0.8|3.0|140|2017
14.0|Taylor Boose|SO|RB|3|2|4|2.00|0|0.7|1.3|140|2017
