|Total|||13|523|352|67.3|3852|7.4|24|15|138.57|40.2|296.3|288|2016
|Opponents|||13|419|235|56.1|2853|6.8|19|7|124.92|32.2|219.5|288|2016
1.0|Matt Linehan|JR|QB|13|415|257|61.9|3184|7.7|19|10|136.66|31.9|244.9|295|2016
2.0|Gunnar Amos|FR|QB|8|10|3|30.0|33|3.3|0|1|37.72|1.3|4.1|295|2016
3.0|Mason Petrino|FR|QB|7|7|5|71.4|23|3.3|0|0|99.03|1.0|3.3|295|2016
|Total|||13|432|265|61.3|3240|7.5|19|11|133.76|33.2|249.2|295|2016
|Opponents|||13|448|282|62.9|3685|8.2|31|17|147.29|34.5|283.5|295|2016
1.0|Wes Lunt|SR|QB|8|232|127|54.7|1376|5.9|8|3|113.35|29.0|172.0|301|2016
2.0|Jeff George, Jr.|FR|QB|5|94|38|40.4|470|5.0|4|5|85.83|18.8|94.0|301|2016
3.0|Chayce Crouch|SO|QB|4|32|18|56.3|249|7.8|1|1|125.67|8.0|62.3|301|2016
|Total|||12|358|183|51.1|2095|5.9|13|9|107.23|29.8|174.6|301|2016
|Opponents|||12|308|194|63.0|2231|7.2|11|7|131.07|25.7|185.9|301|2016
1.0|Richard Lagow|JR|QB|13|438|253|57.8|3362|7.7|19|17|128.8|33.7|258.6|306|2016
2.0|Zander Diamont|JR|QB|8|15|9|60.0|192|12.8|1|1|176.19|1.9|24.0|306|2016
3.0|Mitchell Paige|SR|WR|13|2|1|50.0|5|2.5|1|0|236.0|0.2|0.4|306|2016
